INFO - i,L,Iapp,MIN_output,pre,y: 0, 128483, 300.0, [[89.13938]], [0], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 109, 5855, 40, [[54.429966]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 110, 5092, 40, [[54.429966]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 111, 7158, 40, [[54.429966]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 112, 7875, 40, [[-8.473038]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 113, 38700, 300.0, [[88.43891]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 114, 46109, 300.0, [[88.43891]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 115, 56072, 300.0, [[88.43891]], [1], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 116, 56072, 300.0, [[88.43891]], [1], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 117, 75744, 300.0, [[88.43891]], [1], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 118, 113477, 300.0, [[88.43891]], [1], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 119, 187872, 300.0, [[88.43891]], [0], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 120, 354211, 300.0, [[89.13938]], [0], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 121, 635013, 300.0, [[89.13938]], [0], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 122, 801644, 300.0, [[89.13938]], [0], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 123, 333121, 300.0, [[89.13938]], [0], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 124, 154972, 300.0, [[89.13938]], [0], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 125, 280747, 300.0, [[89.13938]], [0], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 126, 381209, 300.0, [[89.13938]], [0], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 127, 129389, 300.0, [[89.13938]], [1], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 128, 135585, 300.0, [[89.13938]], [1], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 129, 173709, 300.0, [[89.13938]], [1], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 130, 101499, 300.0, [[89.13938]], [1], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 131, 146741, 300.0, [[89.13938]], [0], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 132, 333090, 300.0, [[89.13938]], [0], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 133, 35517, 300.0, [[89.13938]], [1], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 134, 50427, 300.0, [[89.13938]], [1], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 135, 100035, 300.0, [[89.13938]], [0], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 136, 217620, 300.0, [[89.13938]], [0], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 137, 216527, 300.0, [[89.13938]], [1], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 138, 29157, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 139, 37793, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 140, 71167, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 141, 178280, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 142, 171159, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 143, 42813, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 144, 85173, 300.0, [[89.13938]], [0], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 145, 285655, 300.0, [[89.13938]], [0], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 146, 50820, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 147, 91739, 300.0, [[89.13938]], [0], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 148, 276046, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 149, 88392, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 150, 229518, 300.0, [[89.13938]], [0], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 151, 9010, 40, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 152, 76727, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 153, 18270, 40, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 154, 25301, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 155, 53835, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 156, 146505, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 157, 3015, 40, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 158, 2390, 40, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 159, 2728, 40, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 160, 6102, 40, [[-8.473038]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 161, 5458, 40, [[54.429966]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 162, 7089, 40, [[54.429966]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 163, 10483, 40, [[54.429966]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 164, 10827, 40, [[54.429966]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 165, 14378, 40, [[54.429966]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 166, 17810, 40, [[54.429966]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 167, 24555, 300.0, [[61.595787]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 168, 34565, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 169, 57092, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 170, 138227, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 171, 204104, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 172, 10120, 40, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 173, 12337, 40, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 174, 14306, 40, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 175, 15754, 40, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 176, 20076, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 177, 23484, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 178, 35193, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 179, 60440, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 180, 123885, 300.0, [[89.13938]], [0], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 181, 348554, 300.0, [[89.13938]], [0], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 182, 25020, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 183, 35332, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 184, 60247, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 185, 140448, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 186, 173965, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 187, 10653, 40, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 188, 12648, 40, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 189, 18800, 40, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 190, 34338, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 191, 58548, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 192, 134500, 300.0, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 193, 0, 40, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 194, 0, 40, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 195, 0, 40, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 196, 5925, 40, [[89.13938]], [1], [1]
INFO - i,L,Iapp,MIN_output,pre,y: 197, 46546, 300.0, [[89.13938]], [1], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 198, 66030, 300.0, [[89.13938]], [1], [0]
INFO - i,L,Iapp,MIN_output,pre,y: 199, 128483, 300.0, [[89.13938]], [0], [0]
